統計期,統計區,總計,紙類及紙製品,金屬類,塑膠及橡膠製品,玻璃製品,紡織品,家電用品,電池,資訊及通信物品,農藥容器及特殊環境用藥容器,食用油,其他
107年 11月,新竹縣,10175,4363,3288,1221,1026,23,108,75,37,5,0,29
107年 11月,苗栗縣,8869,3372,1825,1338,1378,121,230,59,28,5,1,511
107年 11月,彰化縣,21374,9419,3561,4550,1702,307,400,64,77,223,255,815
107年 11月,南投縣,7046,3476,1457,1086,595,99,124,36,39,5,60,69
107年 11月,雲林縣,9244,3000,3289,873,845,35,578,63,28,16,26,491
107年 11月,嘉義縣,8465,3052,2521,1621,740,139,126,22,23,12,3,206
107年 11月,屏東縣,16509,6351,4333,1928,1655,229,497,218,67,16,3,1212
107年 11月,臺東縣,4824,1418,1038,1092,1150,16,26,20,7,7,24,26
107年 11月,花蓮縣,5476,3064,817,708,592,7,83,12,18,0,107,67
107年 11月,澎湖縣,1837,1029,411,201,88,1,33,12,6,0,13,43
107年 11月,基隆市,8439,5180,1567,885,448,43,164,11,42,0,3,96
107年 11月,新竹市,8638,5977,721,690,453,249,103,56,39,0,10,338
107年 11月,嘉義市,7647,2607,2611,1636,240,248,135,6,16,0,16,130
107年 11月,金門縣,1462,814,196,196,59,3,27,16,17,0,11,123
107年 11月,連江縣,332,91,138,28,10,2,19,2,1,0,3,37
107年 12月,新北市,150836,88934,44597,10682,2623,728,869,1169,318,0,2,913
107年 12月,臺北市,35801,21639,10821,445,506,99,72,23,62,0,8,2127
107年 12月,桃園市,51796,26896,8899,5403,7078,523,1457,181,693,6,14,647
107年 12月,臺中市,77294,45378,11467,10992,3899,523,792,324,439,10,397,3073
107年 12月,臺南市,35288,18179,7658,3571,3726,390,336,131,150,14,10,1124
107年 12月,高雄市,61146,30867,9412,4709,5743,1995,1477,626,829,8,6,5474
107年 12月,宜蘭縣,9292,3869,2535,1424,757,109,91,72,18,2,1,415
107年 12月,新竹縣,10643,4622,3470,1137,1053,3,132,86,44,6,1,88
107年 12月,苗栗縣,7215,3037,1368,1091,920,130,192,42,26,5,1,402
107年 12月,彰化縣,65744,49859,4215,6972,1817,334,1199,70,92,65,5,1118
107年 12月,南投縣,9706,3695,3798,1178,639,64,129,36,41,2,56,68
107年 12月,雲林縣,10442,3401,3502,1282,1061,45,539,88,28,17,17,461
107年 12月,嘉義縣,8674,3090,2751,1547,767,144,123,12,26,12,2,198
107年 12月,屏東縣,15996,6177,4213,2046,1658,227,529,225,64,18,2,838
107年 12月,臺東縣,4084,1371,1101,991,502,14,32,9,6,7,27,23
107年 12月,花蓮縣,5579,3261,797,813,507,6,70,42,9,1,36,37
107年 12月,澎湖縣,1840,1030,375,207,109,1,35,18,6,0,9,50
107年 12月,基隆市,8655,5295,1710,902,384,31,165,12,50,0,1,105
107年 12月,新竹市,8676,5994,674,690,457,258,105,70,32,0,12,383
107年 12月,嘉義市,6110,1368,3044,1505,91,36,4,5,2,0,3,51
107年 12月,金門縣,1589,807,230,234,97,12,30,19,12,0,9,138
107年 12月,連江縣,326,87,142,23,8,2,22,2,1,0,3,36
108年,新北市,767853,389672,223446,83822,34977,10132,7434,2819,1609,62,81,13800
108年,臺北市,489638,278000,164591,12483,6512,1296,1483,289,807,0,73,24104
108年,桃園市,712205,359271,123899,79520,105369,6796,15498,2079,8870,69,203,10633
108年,臺中市,534413,282776,88478,76161,44161,3732,5803,2181,2578,122,5929,22492
108年,臺南市,484945,240672,104010,53810,50690,5268,4581,2931,2040,167,134,20642
108年,高雄市,707788,370798,113347,56276,66625,29454,19497,6331,6174,155,93,39038
108年,宜蘭縣,101485,43867,25025,15574,8924,1542,1442,566,392,31,392,3731
108年,新竹縣,128122,55643,38893,16231,13450,379,1428,1008,534,37,18,502
108年,苗栗縣,116772,46133,23171,20934,13015,1590,4370,591,614,52,12,6289
108年,彰化縣,309805,118324,48742,93492,21992,5042,5301,893,1161,2085,2694,10080
108年,南投縣,102611,49041,23530,15933,8255,954,1801,493,443,65,751,1345
108年,雲林縣,121392,42310,40583,12281,11196,470,7515,955,367,408,455,4853
108年,嘉義縣,109895,41192,30846,20867,9085,2375,1830,211,280,153,29,3027
108年,屏東縣,187529,75000,53207,24601,16014,3282,6261,2896,851,200,39,5178
108年,臺東縣,50891,17812,13513,13074,4903,84,587,143,60,95,300,319
108年,花蓮縣,74883,44605,9492,10287,7213,33,852,194,127,8,1113,959
108年,澎湖縣,22916,12456,5078,2304,1230,24,673,109,213,0,169,660
108年,基隆市,105655,63768,20762,9886,6579,504,2096,128,537,2,109,1282
108年,新竹市,105284,71990,8211,8687,5757,2979,1362,688,393,3,132,5083
108年,嘉義市,79221,22690,33719,13772,2873,777,1353,592,1198,49,858,1340
108年,金門縣,17181,9592,2347,1873,781,48,340,210,101,1,113,1776
108年,連江縣,4313,1228,1558,374,141,37,334,31,17,6,39,546
108年 1月,新北市,48781,25674,11072,5890,3081,962,595,87,115,6,10,1290
108年 1月,臺北市,39388,23047,11761,887,674,133,72,30,64,0,6,2713
108年 1月,桃園市,56086,27583,9826,5881,9018,627,1466,161,729,5,14,775
108年 1月,臺中市,44638,22911,7542,6662,3946,406,483,234,244,13,526,1672
108年 1月,臺南市,34727,17638,7457,3502,3641,380,327,127,146,13,10,1485
108年 1月,高雄市,59566,29194,9158,4862,6409,2492,1603,602,744,9,7,4485
108年 1月,宜蘭縣,10157,4339,2582,1463,849,160,115,63,27,2,43,515
108年 1月,新竹縣,10470,4314,3446,1208,1158,21,118,117,41,3,0,44
108年 1月,苗栗縣,8123,3362,1387,1046,1156,161,229,48,35,4,1,693
108年 1月,彰化縣,28598,9910,4348,9317,1970,444,1309,79,97,197,4,923
108年 1月,南投縣,8381,3799,1851,1076,668,114,153,38,39,9,78,556
108年 1月,雲林縣,9886,3406,3265,939,807,49,532,90,28,14,13,743
108年 1月,嘉義縣,8956,3274,2572,1681,799,151,142,18,25,12,3,276
108年 1月,屏東縣,14376,5420,4004,2017,1169,321,518,226,71,17,2,611
108年 1月,臺東縣,4063,1460,1211,999,291,11,36,10,2,7,23,12
108年 1月,花蓮縣,7034,3741,1053,1036,814,1,66,44,12,0,127,141
108年 1月,澎湖縣,1937,1013,428,197,129,4,62,16,18,0,13,58
108年 1月,基隆市,9009,5335,1892,812,551,68,173,12,46,0,8,112
108年 1月,新竹市,8977,6003,678,720,513,266,118,76,36,0,12,555
108年 1月,嘉義市,5922,1763,2487,1127,203,34,87,37,86,4,59,36
108年 1月,金門縣,1495,751,233,166,47,4,22,16,9,0,11,237
108年 1月,連江縣,328,96,105,32,9,1,44,2,1,0,3,36
108年 2月,新北市,43899,24252,9494,5112,2518,678,484,160,104,6,5,1086
108年 2月,臺北市,38017,23008,11345,926,478,153,67,18,69,0,7,1946
108年 2月,桃園市,53582,27572,8949,5682,7664,595,1463,190,588,6,9,865
108年 2月,臺中市,39983,21665,6854,5368,3466,315,463,153,211,8,19,1461
108年 2月,臺南市,36131,18626,7826,3650,3826,397,343,131,154,14,10,1153
108年 2月,高雄市,60669,30457,9386,4854,6691,2273,1417,669,761,8,4,4150
108年 2月,宜蘭縣,8281,3708,2003,1096,793,135,122,58,33,1,33,300
108年 2月,新竹縣,10573,4293,3363,1182,1370,45,115,116,37,3,0,49
108年 2月,苗栗縣,8073,3134,1495,1504,992,125,315,45,32,3,1,427
108年 2月,彰化縣,26178,9755,3745,7746,1910,437,1028,87,125,251,137,957
108年 2月,南投縣,7485,3910,1453,1053,603,106,167,37,36,7,39,73
108年 2月,雲林縣,9077,3249,2924,848,888,62,465,65,28,17,19,514
108年 2月,嘉義縣,8952,3339,2551,1744,773,167,158,14,29,9,1,167
108年 2月,屏東縣,13276,5082,3500,1925,1125,277,541,205,76,17,3,524
108年 2月,臺東縣,4251,1505,1269,1035,311,10,44,13,2,7,29,24
108年 2月,花蓮縣,6673,3778,965,1073,604,2,57,16,10,0,61,107
108年 2月,澎湖縣,1921,1038,429,185,89,5,89,12,21,0,10,43
108年 2月,基隆市,8962,5387,1725,975,446,66,177,11,48,0,8,119
108年 2月,新竹市,8424,5858,640,675,451,239,116,61,35,0,10,338
108年 2月,嘉義市,6121,2134,2808,664,186,51,114,39,39,5,60,20
108年 2月,金門縣,1425,785,233,141,66,4,22,17,10,0,9,137
108年 2月,連江縣,326,70,160,20,6,2,24,2,1,0,3,37
108年 3月,新北市,45588,24251,10934,5730,2375,730,486,68,91,6,8,908
108年 3月,臺北市,39251,22955,12590,1127,516,102,90,19,51,0,6,1796
108年 3月,桃園市,56009,27643,9467,6066,8784,536,1425,179,702,5,12,1190
108年 3月,臺中市,41624,21813,6739,5452,3451,270,458,140,236,7,832,2227
108年 3月,臺南市,36637,18257,7874,4164,3791,399,348,136,154,13,10,1491
108年 3月,高雄市,59137,29905,9526,4612,6495,2204,1379,620,632,9,3,3753
108年 3月,宜蘭縣,8304,3508,2160,1294,692,133,117,53,27,2,39,277
108年 3月,新竹縣,9891,4446,2885,1161,1086,33,125,96,36,3,1,17
108年 3月,苗栗縣,7628,2992,1351,1357,1024,136,309,44,37,7,1,371
108年 3月,彰化縣,24803,9598,4228,6643,1921,707,259,71,99,367,2,909
108年 3月,南投縣,7376,3478,1748,1110,668,65,136,32,35,5,55,44
108年 3月,雲林縣,8647,2879,2771,888,865,52,545,85,31,16,30,484
108年 3月,嘉義縣,8846,3127,2443,1856,817,147,155,15,23,16,3,244
108年 3月,屏東縣,14421,5759,4108,1908,1178,250,489,224,68,13,1,423
108年 3月,臺東縣,4217,1504,1112,1082,381,10,47,14,2,7,28,30
108年 3月,花蓮縣,6520,3671,986,1020,596,2,40,18,9,0,93,85
108年 3月,澎湖縣,1915,966,440,204,122,5,77,17,23,0,11,50
108年 3月,基隆市,8992,5528,1761,869,448,39,172,12,43,0,7,114
108年 3月,新竹市,8584,5982,652,689,483,235,108,56,31,0,10,339
108年 3月,嘉義市,6416,1795,2855,1093,202,71,91,40,93,6,63,108
108年 3月,金門縣,1516,856,206,158,59,4,22,17,9,0,11,176
108年 3月,連江縣,333,87,137,28,7,1,28,2,1,1,4,38
108年 4月,新北市,50817,27046,12587,5568,2815,901,506,97,90,0,5,1202
108年 4月,臺北市,41443,22637,15080,834,524,93,80,26,68,0,6,2096
108年 4月,桃園市,56845,28422,9568,6294,8743,545,1413,188,727,5,10,931
108年 4月,臺中市,42519,22699,6944,5705,3652,401,507,144,193,10,507,1757
108年 4月,臺南市,37109,18366,7917,4187,3871,402,350,133,155,13,10,1705
108年 4月,高雄市,58811,30171,9630,4657,6097,2177,1314,613,615,8,6,3523
108年 4月,宜蘭縣,8025,3474,1939,1287,692,139,119,49,27,1,42,255
108年 4月,新竹縣,9903,4443,2981,1066,1035,35,130,114,42,4,2,52
108年 4月,苗栗縣,9423,3437,1476,2255,1056,141,466,45,129,5,1,412
108年 4月,彰化縣,26781,9546,3699,9433,1794,400,288,66,99,299,276,880
108年 4月,南投縣,7521,3509,1781,1144,721,66,129,33,34,3,53,49
108年 4月,雲林縣,8958,3047,2997,907,804,38,681,78,32,21,30,324
108年 4月,嘉義縣,8906,3273,2486,1766,818,136,143,15,19,12,1,235
108年 4月,屏東縣,15182,6077,4349,1955,1118,274,514,231,69,13,2,580
108年 4月,臺東縣,4280,1518,1143,1150,342,8,44,11,3,8,29,24
108年 4月,花蓮縣,6185,3515,780,1025,495,3,153,13,10,1,102,89
108年 4月,澎湖縣,1914,989,418,219,123,3,69,11,19,0,18,46
108年 4月,基隆市,8930,5333,1789,859,526,54,173,11,43,0,10,131
108年 4月,新竹市,8635,5960,694,708,475,233,112,68,32,0,12,342
108年 4月,嘉義市,6445,1794,2878,1106,237,69,95,41,95,2,63,65
108年 4月,金門縣,1475,792,194,147,48,5,34,18,9,0,11,218
108年 4月,連江縣,356,98,116,33,7,3,40,2,1,1,7,48
108年 5月,新北市,47604,24878,11751,5727,2693,736,523,94,96,6,7,1093
108年 5月,臺北市,43305,22876,16639,545,716,98,154,23,77,0,4,2173
108年 5月,桃園市,58270,29020,9982,6758,8759,574,1307,183,753,7,19,909
108年 5月,臺中市,45120,22719,7591,7678,3613,272,529,153,249,11,547,1758
108年 5月,臺南市,37546,18450,8008,4233,3913,406,353,270,157,13,10,1733
108年 5月,高雄市,59675,31539,9581,4783,5489,2452,1732,533,505,9,11,3040
108年 5月,宜蘭縣,8550,3606,2132,1344,795,139,121,52,31,2,38,291
108年 5月,新竹縣,11564,4940,3296,1854,1074,26,120,110,39,4,2,98
108年 5月,苗栗縣,8035,2542,1407,2039,1042,134,303,44,39,3,1,481
108年 5月,彰化縣,28051,9489,5652,9103,1816,407,291,81,93,61,240,818
108年 5月,南投縣,7881,3692,1907,1092,701,107,171,41,46,4,64,56
108年 5月,雲林縣,8878,3027,2887,1001,808,33,629,79,29,17,42,326
108年 5月,嘉義縣,9078,3457,2559,1726,788,137,136,24,8,15,3,227
108年 5月,屏東縣,15214,6145,4400,2024,1100,279,529,247,74,16,4,397
108年 5月,臺東縣,4130,1452,1124,1016,398,8,48,13,4,8,26,31
108年 5月,花蓮縣,6272,3607,815,1135,437,2,48,12,9,0,129,79
108年 5月,澎湖縣,1854,972,417,211,103,2,53,7,17,0,12,60
108年 5月,基隆市,8957,5421,1772,842,516,39,185,11,46,0,9,117
108年 5月,新竹市,8683,5976,666,712,474,255,115,66,31,0,10,378
108年 5月,嘉義市,6643,1813,2909,1122,268,64,96,41,95,3,63,168
108年 5月,金門縣,1460,813,189,147,54,4,22,19,8,0,11,194
108年 5月,連江縣,367,117,119,36,8,3,31,2,1,1,3,47
108年 6月,新北市,48711,25858,11886,5884,2560,830,577,97,98,6,5,910
108年 6月,臺北市,41016,22608,14674,1052,469,112,141,19,65,0,7,1869
108年 6月,桃園市,58208,29827,9980,6505,8167,566,1211,192,765,5,18,971
108年 6月,臺中市,42492,22437,7035,6148,3325,249,509,213,205,10,448,1912
108年 6月,臺南市,38113,18719,8124,4294,3970,412,359,276,160,13,10,1775
108年 6月,高雄市,59801,31921,9631,4800,5307,2523,1637,538,453,12,8,2972
108年 6月,宜蘭縣,8528,3707,2126,1278,712,138,121,54,26,2,39,323
108年 6月,新竹縣,10717,4701,2915,1804,1003,26,131,58,38,3,2,38
108年 6月,苗栗縣,8921,4172,1387,1423,994,130,246,36,30,3,2,499
108年 6月,彰化縣,24260,9605,3740,7165,1749,377,264,80,112,59,286,824
108年 6月,南投縣,9305,4780,2471,1099,531,62,168,44,50,3,41,56
108年 6月,雲林縣,8951,3226,2791,1003,786,50,591,75,31,15,44,338
108年 6月,嘉義縣,9102,3463,2624,1649,793,137,127,13,7,12,1,276
108年 6月,屏東縣,16044,6641,4830,2014,1071,257,523,239,70,15,3,380
108年 6月,臺東縣,4226,1484,1149,1034,418,8,53,12,10,9,23,27
108年 6月,花蓮縣,6038,3781,698,889,401,1,63,15,13,1,101,75
108年 6月,澎湖縣,1947,1048,419,227,118,0,52,6,17,0,15,46
108年 6月,基隆市,8928,5441,1773,841,477,36,182,10,45,0,6,116
108年 6月,新竹市,8762,6016,687,724,475,251,114,55,29,1,10,399
108年 6月,嘉義市,6578,1834,2931,1114,212,64,96,41,94,3,63,126
108年 6月,金門縣,1453,793,208,149,69,5,34,20,8,0,9,159
108年 6月,連江縣,378,110,152,27,10,2,25,2,1,1,3,47
108年 7月,新北市,54760,28864,12798,6826,3144,953,586,110,110,6,7,1355
108年 7月,臺北市,41818,22856,14656,1074,554,108,169,27,76,0,6,2291
108年 7月,桃園市,59993,29922,10486,6742,9378,542,1167,201,801,6,19,729
108年 7月,臺中市,50052,26112,8795,7135,3903,311,613,168,227,8,541,2241
108年 7月,臺南市,38968,19102,8289,4381,4048,420,366,281,163,13,11,1893
108年 7月,高雄市,61880,33036,9842,5018,5588,2587,1713,540,447,13,7,3089
108年 7月,宜蘭縣,8712,3802,2102,1318,763,126,135,48,52,1,39,326
108年 7月,新竹縣,10769,4766,3340,1273,1088,34,129,62,45,2,1,28
108年 7月,苗栗縣,10019,3690,1873,1874,1248,135,486,45,62,4,1,601
108年 7月,彰化縣,25223,9545,3526,8190,1885,388,297,71,89,64,281,889
108年 7月,南投縣,7305,3335,1721,1236,583,87,149,39,37,3,56,58
108年 7月,雲林縣,9486,3293,2933,1091,884,33,691,92,32,18,49,370
108年 7月,嘉義縣,9362,3590,2731,1694,662,140,159,20,49,15,4,298
108年 7月,屏東縣,15656,6528,4370,2030,1195,258,533,249,73,15,2,401
108年 7月,臺東縣,4683,1543,1163,1254,568,6,53,12,10,8,28,38
108年 7月,花蓮縣,6292,3847,774,958,426,5,60,13,12,0,110,86
108年 7月,澎湖縣,1931,1066,409,184,109,0,49,10,17,0,22,63
108年 7月,基隆市,8842,5335,1694,863,562,37,177,10,45,0,11,108
108年 7月,新竹市,8913,6059,686,765,471,240,117,56,29,0,13,476
108年 7月,嘉義市,6758,1890,2912,1158,242,67,99,43,106,3,66,172
108年 7月,金門縣,1497,842,206,160,72,5,34,21,8,0,9,140
108年 7月,連江縣,392,124,142,33,15,1,23,2,1,0,4,47
108年 8月,新北市,170545,70727,79461,12446,3222,717,1079,1465,309,6,8,1106
108年 8月,臺北市,41779,23398,14585,1139,489,87,154,17,68,0,6,1835
108年 8月,桃園市,61407,31490,10760,7059,8352,551,1155,198,780,5,17,1039
108年 8月,臺中市,45219,24148,7531,6345,3581,316,485,153,215,14,460,1969
108年 8月,臺南市,38785,19117,8298,4385,4051,420,367,284,163,13,10,1677
108年 8月,高雄市,60134,32500,9501,4632,5325,2528,1738,515,416,14,8,2956
108年 8月,宜蘭縣,8754,3779,2131,1329,814,117,129,39,34,0,43,339
108年 8月,新竹縣,10611,4798,3076,1313,1096,31,125,65,45,3,1,59
108年 8月,苗栗縣,8923,4149,1540,1214,1040,115,260,49,32,3,1,520
108年 8月,彰化縣,27920,12104,3790,8038,1794,370,300,76,92,299,292,765
108年 8月,南投縣,8776,3735,1793,2069,694,70,175,42,46,6,53,93
108年 8月,雲林縣,10299,3649,3108,1151,841,42,1004,70,33,16,63,323
108年 8月,嘉義縣,9633,3677,2719,1781,742,122,194,20,51,17,3,307
108年 8月,屏東縣,18629,7345,5115,2268,2379,275,541,251,73,16,5,362
108年 8月,臺東縣,4308,1494,1145,1063,470,7,43,12,12,9,23,31
108年 8月,花蓮縣,6544,3898,741,1056,608,3,50,11,9,1,91,77
108年 8月,澎湖縣,1913,1111,415,193,71,0,45,5,15,0,9,48
108年 8月,基隆市,8708,5345,1633,797,563,35,173,12,46,0,10,95
108年 8月,新竹市,8925,6053,700,763,472,250,124,38,35,0,10,478
108年 8月,嘉義市,6796,2000,2670,1241,271,62,126,57,119,4,76,169
108年 8月,金門縣,1408,835,171,149,82,4,27,17,7,0,11,105
108年 8月,連江縣,402,131,131,31,21,2,31,3,1,0,3,48
108年 9月,新北市,55916,29087,13260,7616,3269,756,606,112,124,6,6,1075
108年 9月,臺北市,40737,23671,13321,1194,526,79,142,19,65,0,6,1712
108年 9月,桃園市,61572,32184,11158,6987,7839,540,1249,146,758,6,21,685
108年 9月,臺中市,44192,23366,7640,6087,3728,252,459,191,212,13,521,1722
108年 9月,臺南市,38451,18934,8221,4343,4012,416,362,282,161,13,10,1697
108年 9月,高雄市,58407,31728,9375,4624,4622,2565,1798,423,415,20,7,2830
108年 9月,宜蘭縣,8114,3565,1986,1242,721,108,123,32,36,0,34,265
108年 9月,新竹縣,10556,4774,3151,1300,1026,36,109,63,67,2,2,25
108年 9月,苗栗縣,12187,4176,4259,1315,1076,134,517,55,34,4,1,616
108年 9月,彰化縣,25652,9673,3739,8519,1781,369,308,69,91,66,281,757
108年 9月,南投縣,7425,3601,1689,1175,555,53,144,39,35,6,52,77
108年 9月,雲林縣,12522,5270,3335,1206,1412,31,672,92,32,82,42,348
108年 9月,嘉義縣,9304,3669,2610,1761,609,130,186,24,47,13,2,253
108年 9月,屏東縣,16415,6547,4638,1998,1724,269,522,251,71,14,5,377
108年 9月,臺東縣,4150,1468,1117,1055,381,4,54,12,4,9,20,26
108年 9月,花蓮縣,6102,4042,789,628,416,2,46,12,17,0,90,60
108年 9月,澎湖縣,1920,1047,434,172,116,0,51,9,17,0,17,56
108年 9月,基隆市,8594,5210,1643,745,629,28,174,10,43,0,10,102
108年 9月,新竹市,8850,6066,712,762,474,228,120,39,32,0,12,403
108年 9月,嘉義市,7026,1927,2867,1275,261,72,137,63,119,5,86,215
108年 9月,金門縣,1333,818,159,142,55,4,28,16,5,0,10,96
108年 9月,連江縣,395,116,146,30,19,2,28,2,1,0,3,48
108年 10月,新北市,55890,29291,13492,7094,3264,871,581,94,125,7,8,1063
108年 10月,臺北市,41360,23828,13390,1247,607,95,168,33,76,0,6,1910
108年 10月,桃園市,63417,33245,11350,7074,8573,553,1176,146,746,6,22,526
108年 10月,臺中市,45871,24450,7201,6702,4041,320,456,185,187,12,504,1813
108年 10月,臺南市,46787,23094,10072,5269,4896,508,442,329,197,16,13,1951
108年 10月,高雄市,57553,30707,9267,4614,4862,2593,1777,428,406,20,12,2869
108年 10月,宜蘭縣,8289,3524,1982,1382,724,126,116,42,32,1,40,320
108年 10月,新竹縣,11130,4724,3520,1388,1200,34,118,67,50,3,2,24
108年 10月,苗栗縣,10126,3710,2065,2010,1046,124,457,51,57,6,1,598
108年 10月,彰化縣,24802,9701,3557,7512,1773,350,320,72,92,324,321,780
108年 10月,南投縣,8099,3622,1687,1476,737,80,135,53,35,8,141,126
108年 10月,雲林縣,14099,3804,6955,1104,1014,25,632,72,28,21,45,400
108年 10月,嘉義縣,9293,3582,2575,1731,787,141,169,18,6,12,1,270
108年 10月,屏東縣,15935,6462,4416,1990,1582,259,512,251,69,20,6,368
108年 10月,臺東縣,4229,1386,1081,1210,425,4,54,11,3,8,24,22
108年 10月,花蓮縣,6155,3983,751,512,638,2,63,17,10,2,120,57
108年 10月,澎湖縣,1853,1048,406,165,94,0,42,5,16,0,18,58
108年 10月,基隆市,8595,5143,1610,783,708,21,167,10,43,0,10,101
108年 10月,新竹市,8837,6040,690,735,474,275,111,45,33,0,12,421
108年 10月,嘉義市,6915,1928,2846,1298,259,74,139,64,117,5,86,101
108年 10月,金門縣,1310,756,179,170,58,4,19,14,7,0,7,94
108年 10月,連江縣,341,95,102,33,18,10,23,3,4,1,3,50
108年 11月,新北市,62080,32599,14429,7967,3498,1215,572,118,129,6,6,1540
108年 11月,臺北市,40753,23664,13354,1236,473,101,116,27,63,0,6,1713
108年 11月,桃園市,64624,32037,11100,7332,10370,593,1239,164,758,5,22,1003
108年 11月,臺中市,46147,25227,7144,6646,3686,293,415,230,196,8,494,1809
108年 11月,臺南市,51505,25479,11080,5768,5397,560,486,346,217,17,15,2141
108年 11月,高雄市,56589,30608,8935,4445,4797,2551,1716,433,394,17,10,2684
108年 11月,宜蘭縣,7676,3367,1903,1138,692,113,110,35,34,1,1,282
108年 11月,新竹縣,10853,4721,3410,1325,1107,17,106,84,48,3,3,28
108年 11月,苗栗縣,10139,4812,1870,1398,984,131,291,60,34,3,1,555
108年 11月,彰化縣,23986,9536,5107,5537,1868,373,317,71,84,54,264,775
108年 11月,南投縣,14666,7935,3291,1961,1017,70,142,55,29,7,57,101
108年 11月,雲林縣,10262,3727,3362,1060,1048,27,410,76,29,147,41,335
108年 11月,嘉義縣,9294,3323,2483,1713,753,642,121,12,8,8,3,229
108年 11月,屏東縣,16239,6469,4795,2245,1190,276,517,260,68,23,4,391
108年 11月,臺東縣,4439,1531,1062,1142,558,4,65,14,4,8,23,28
108年 11月,花蓮縣,5687,3730,653,485,568,6,82,13,8,1,89,50
108年 11月,澎湖縣,1853,1050,391,190,83,5,43,5,16,0,12,58
108年 11月,基隆市,8574,5120,1732,748,617,41,170,10,44,0,14,79
108年 11月,新竹市,8980,6024,699,737,500,256,105,61,32,0,10,556
108年 11月,嘉義市,6922,1930,2845,1311,254,75,139,64,119,5,86,97
108年 11月,金門縣,1381,798,184,163,69,3,31,14,8,0,6,106
108年 11月,連江縣,348,92,128,30,13,7,19,3,3,1,2,51
108年 12月,新北市,83261,47143,22282,7962,2536,782,840,316,219,6,5,1172
108年 12月,臺北市,40770,23451,13195,1223,484,135,130,31,66,0,6,2051
108年 12月,桃園市,62193,30326,11273,7139,9720,573,1227,132,763,7,22,1011
108年 12月,臺中市,46555,25227,7463,6232,3769,326,428,216,204,8,530,2151
108年 12月,臺南市,50187,24889,10844,5634,5273,548,476,337,213,16,15,1941
108年 12月,高雄市,55567,29032,9514,4377,4944,2510,1674,417,387,16,11,2687
108年 12月,宜蘭縣,8096,3488,1978,1401,677,108,113,41,33,18,1,238
108年 12月,新竹縣,11086,4724,3511,1356,1207,41,102,57,46,2,3,38
108年 12月,苗栗縣,15176,5956,3060,3497,1358,124,492,69,94,7,1,517
108年 12月,彰化縣,23550,9862,3611,6289,1731,419,320,72,88,45,309,804
108年 12月,南投縣,8390,3645,2140,1441,778,73,133,40,20,3,63,54
108年 12月,雲林縣,10326,3734,3253,1082,1040,29,663,80,33,24,38,349
108年 12月,嘉義縣,9168,3418,2493,1765,744,326,141,16,7,11,3,244
108年 12月,屏東縣,16143,6523,4682,2226,1184,286,521,263,70,22,3,364
108年 12月,臺東縣,3915,1465,938,1034,359,4,47,9,4,9,23,25
108年 12月,花蓮縣,5383,3012,488,471,1209,4,125,10,10,0,1,53
108年 12月,澎湖縣,1958,1107,470,158,74,0,41,6,16,0,12,74
108年 12月,基隆市,8564,5171,1739,753,535,39,172,9,46,0,7,90
108年 12月,新竹市,8714,5953,705,696,494,251,103,65,36,0,12,398
108年 12月,嘉義市,6678,1884,2711,1263,279,75,134,63,117,5,85,62
108年 12月,金門縣,1428,755,186,182,101,2,46,22,11,0,7,115
108年 12月,連江縣,347,92,122,42,9,3,19,6,2,1,2,50
109年,新北市,874191,456686,237379,104767,34052,8319,12562,1850,2126,63,42,16345
109年,臺北市,495277,285096,158473,15897,4747,1176,1697,259,887,1,71,26973
109年,桃園市,734366,373444,122583,81508,101418,5945,25157,2518,9537,75,172,12009
109年,臺中市,578525,315812,98383,78096,41763,3505,5849,2628,2373,170,5622,24324
109年,臺南市,549139,273094,119032,61912,57899,6050,5225,3120,2339,180,185,20104
109年,高雄市,761442,414048,127633,54590,54785,33717,30837,4369,6356,159,101,34848
109年,宜蘭縣,106585,45264,25598,18051,9384,1444,1611,628,460,35,329,3781
109年,新竹縣,136285,59665,40783,16795,14010,325,1413,1255,454,21,28,1535
109年,苗栗縣,114211,46764,24972,17419,13536,1511,4361,581,480,41,15,4532
109年,彰化縣,308338,119911,47949,83151,22727,4442,12557,916,1148,2319,3296,9923
109年,南投縣,108411,49444,26585,17239,9257,392,1688,495,359,117,869,1966
109年,雲林縣,126792,45456,41725,12726,10917,393,6205,3360,1202,270,462,4076
109年,嘉義縣,112498,41212,31918,20792,8389,4362,1896,235,216,183,35,3259
109年,屏東縣,178799,66581,46170,30767,17199,2885,6319,3261,914,318,42,4344
109年,臺東縣,55560,18904,14190,14598,6619,35,451,136,48,141,252,185
109年,花蓮縣,80345,39299,11245,13851,10056,48,3360,422,251,19,984,811
109年,澎湖縣,22167,12564,5227,1901,1244,2,411,43,152,0,153,470
109年,基隆市,110021,65452,23874,10109,7011,324,1904,172,483,2,104,586
109年,新竹市,111214,78904,7934,8048,5933,2852,894,1110,418,3,111,5006
109年,嘉義市,72090,20691,28302,12253,3163,828,1229,668,1149,49,515,3243
109年,金門縣,16579,9231,2370,2137,731,9,343,228,94,1,71,1364
109年,連江縣,3156,916,737,326,127,27,237,48,31,8,28,671
109年 1月,新北市,54920,28186,13735,6791,2949,963,646,89,203,6,2,1352
109年 1月,臺北市,42813,24391,13391,1546,491,130,144,22,92,0,7,2599
109年 1月,桃園市,62297,31120,11787,7024,8349,646,1378,122,733,6,21,1112
